id,modulo,pergunta,opcoes,correta,comentario
T365,Módulo IV – Dosimetria III,A exatidão da entrega do tratamento será MAIS afetada pela incerteza no posicionamento do laser de simulação para _____.,um setup de plano SBRT com kV-CBCT diário|um setup de plano IMRT com um par de imagens planas ortogonais diárias com kV|um setup de plano de IMRT com um par de imagens planos com MV ortogonais semanais|um setup de plano 3D com kV-CBCT diário|um plano 3D com um par de imagens planas kV ortogonais diárias para configuração,um setup de plano SBRT com kV-CBCT diário,"Comentários: A incerteza no posicionamento a laser de simulação indica que as marcas de pele feitas no simulador podem não refletir com precisão a posição do isocentro planejado.  Portanto, qualquer configuração que dependa principalmente de marcas de pele, como o uso de imagens semanais de configuração ortogonal, será mais afetada por essa incerteza, enquanto técnicas guiadas por imagem que dependem de imagens planares ou volumétricas frequentes serão menos afetadas."
T366,Módulo IV – Dosimetria III,_____ NÃO requer uma verificação diária de saída com base nas recomendações da AAPM.,GammaKnife®|Um linac médico regular|CyberKnife®|TomoTerapia®|Todos os itens acima devem receber uma verificação de saída diária.,GammaKnife®,"Comentários: As fontes 60Co decaem a uma taxa constante bem conhecida de cerca de 1% ao mês.  A saída é verificada na troca de fontes e mensalmente, conforme o Grupo de Tarefas AAPM 42. As outras opções da lista são todas as formas de aceleradores lineares, e aapm Task Groups 142 (linac médico regular), TG-148 (TomoTherapy) e TG-135 (linacs robóticos) recomendam verificações diárias de saída."
T367,Módulo IV – Dosimetria III,"A área fracionária de uma medição de QA de IMRT que passa por um determinado critério gama é afetada por todos os itens a seguir, EXCETO _____.",região de interesse|limite definido para remover o plano de fundo|valor do DTA|valor da diferença de dose|dose prescrita por fração,região de interesse,"Comentários: Por exemplo, a área fracionária de uma medição de QA IMRT que passe por um determinado critério gama depende da região de interesse e limiar de fundo. O gama é calculado para um dado valor de distância-acordo definido e diferença de dose. O cálculo gama é aplicável a todas as faixas de dose prescrita por fração. Se a dose entregue difere da dose prescrita, a medição de QA IMRT terá uma área fracionária muito pequena ou inexistente que passa pelos critérios gama."
T368,Módulo IV – Dosimetria III,_____ pode ser usado para QA de IMRT específico do paciente pré-tratamento.,Um dispositivo de imagem de portal eletrônico|Filme e uma câmara de ionização em um fantoma de água sólida|Uma matriz de câmara de ionização|Uma matriz de diodos|Todas as afirmativas acima são verdadeiras.,Um dispositivo de imagem de portal eletrônico,"Comentários: As matrizes de câmara EPID, filme, ionização e diodos são todos os métodos apropriados para a realização de medições de QA IMRT. QUESTÕES DISCURSIVAS QUESTÃO 14 – Descrevas as principais diferenças entre TMR e PDP e qual o procedimento de medida no acelerador linear delas. ________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ QUESTÃO 15 – Explique detalhadamente como é feito o controle de qualidade de paciente específico, usando a câmara de ionização cilíndrica e a matriz de detectores na técnica IMRT. ________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ QUESTÃO 16 – Escolha e explique o objetivo de um teste de controle de qualidade mecânico, elétrico e dosimétrico que é obrigatório de ser realizado no acelerador linear. ________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ 9 – 11h TESTES DE ACEITE e CONTROLE DE QUALIDADE Paulo Garcia 11 -13h TESTES DE ACEITE e CONTROLE DE QUALIDADE e ÍNDICE GAMA – CONTROLE DE QUALIDADE IMRT 14-16h COMISSIONAMENTO DE EQUIPAMENTOS DE TRATAMENTO e TPS 16-18h Tamanho do campo (cm) Profundidade (cm) 5 x 5 10 x 10 15 x 15 20 x 20 25 x 25 PPD 5 8 10 15 20 85.6 72.0 64.2 47.7 36.7 87.1 75.0 67.6 51.6 39.2 87.6 76.3 69.2 53.7 41.5 87.9 77.3 70.3 55.4 43.4 88.2 77.9 71.1 56.4 44.5 TMR 0.912 0.809 0.745 0.602 0.487 0.928 0.842 0.784 0.647 0.530 0.934 0.857 0.804 0.675 0.560 0.937 0.869 0.818 0.697 0.586 0.941 0.877 0.828 0.713 0.605 SC Sp 0.970 0.975 1.000 1.000 1.015 1.017 1.024 1.029 1.027 1.031 Ao contrário do uso de TMRs, o componente quadrado inverso está implicitamente incluído no  PDD dados. Para cálculos isocêntricos de MU de fótons, a fórmula é: MU — (dose/número de campos) / (saída de referência x Sc(CS) x Sp(FS) x TMR(d, FS) x fatores de transmissão).  O Sc usa o configuração do colimador  (CS) de 14 x 14 cm2, e o Sp e TMR usam o tamanho do  campo (FS) de 8 x 8 cm2. O TMR será para uma profundidade de 10 cm, a profundidade da prescrição. Como os modificadores de feixe são MLC e não há cunhas, os fatores de transmissão são = 1,0.  Portanto; Comentário:  Aumentar a configuração do colimador aumenta a contribuição do espalhamento para  o ponto de cálculo, o que significa que você diminuiria  a  MU para obter a mesma dose.  Uma mudança para blocos físicos  exigiria o uso de um fator de transmissão para a bandeja que contém os blocos. O aumento   do SSD afastaria  o paciente da  fonte, de modo  que mais MU seria necessário para compensar a lei do inverso do quadrado da distância 7x7 cm2 12x12 cm2 Sc: 0.982 1.008 Sp: 0.989 1.007 TMR(d=7) 0.846 0.868 PDD(d=7) 0.785 0.803"
T428,Módulo V – Planejamento I,"Ao usar uma técnica de cinco campos (quatro campos de fótons mono-isocêntricos e um campo de elétrons) para tratar a mama e os linfonodos supraclaviculares, axilares e mamários internos, o(a) ______ deve ser tratado por último.",Tangente lateral da mama do fóton|Tangente da mama do fóton medial|Campo de fóton supraclavicular anterior posterior|Campo de reforço de fótons axilares posteriores|Campo de elétrons dos nodos da mamária interna,Tangente lateral da mama do fóton,"Comentários: Normalmente, as bordas de campo the medial e supraclavicular são marcadas na pele, e o campo de elétrons IMN é compatível com eles. Uma vez que os campos de fótons tratam através e através, desalinhando-os a fim de combinar com um campo de elétrons já tratado poderia cause uma área maior de falta geométrica."
T429,Módulo V – Planejamento I,"Dos seguintes, _______ contribui com a dose de espalhamento para um feixe de fótons incidente sobre um paciente.",A câmara interna do monitor linac|Os Jaws do colimador|O paciente|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,A câmara interna do monitor linac,"Comentários: A dose de dispersão originária de interações dentro da cabeça de tratamento (por exemplo, câmara de ionização, mandíbulas de collimador) é denominada ""dispersão da cabeça""."
T430,Módulo V – Planejamento I,"Dos seguintes feixes, ______ NÃO requerem bólus para tratar a pele.",Fótons de Co60|Fótons de 6 MV|Fótons de 15 MV|Elétrons de 6 MeV|Elétrons de 15 MeV,Fótons de Co60,"Comentários: Uma grande vantagem dos feixes de fótons de megavoltagem é a capacidade de poupar da pele. Feixes de elétrons de baixa energia também demonstram alguns efeitos de poupança da pele, mas à medida que a energia eletrônica aumenta, a dose da pele também."
T431,Módulo V – Planejamento I,"Se os cortes de TC se sobrepuserem na varredura helicoidal de TC, o pitch é ______.","Entre 0 e 1|Exatamente igual a 1|Entre 1 e 2|Entre 2 e 5|Maior, que 5",Entre 0 e 1,"Comentários: Passo = movimento do couch (cm/rotação) / largura de fatia (cm). Ao longo de uma rotação completa da fonte, se o couch se mover através do Bore mais lento do que a largura da fatia de tomografia, algumas das mesmas anatomias serão irradiadas em rotações consecutivas da fonte"
T432,Módulo V – Planejamento I,O Ruído estatístico na imagem TC pode ser reduzido aumentando _____ .,A dose da imagem|A espessura da fatia|O tamanho do pixel|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,A espessura da fatia,"Comentários: Ruído na imagem e é reduzido aumentando a fluência recebida pelo detector de TC, ou equivalentemente aumentando o número de ""eventos"" em cada pixel ou voxel.  Aumentar a dose, a espessura da fatia e o tamanho do pixel todos conseguem isso, e assim todos os três resultam em imagens menos ruidas. No entanto, aumentar o tamanho do pixel e a espessura da fatia reduz a resolução da imagem."
T433,Módulo V – Planejamento I,Imagens de TC armazenadas em 12 bits tem _____ níveis de cinza.,8|16|144|512|4096,8,Comentários: 212 = 4096 níveis de cinza.
T434,Módulo V – Planejamento I,O(a) _____ é o procedimento diagnóstico que usa a mais alta frequência de radiação.,Raios-X de tórax|Varredura PET|Tomografia de cérebro|Imagem de Ressonância Magnética|Não se pode determinar a resposta correta a partir das informações dadas,Raios-X de tórax,
T435,Módulo V – Planejamento I,Um cálculo de MU de cérebro inteiro usa raios-x de 6 MV paralelos igualmente ponderados a 100 cm em SAD com uma configuração de colimador de 17 × 20 cm2 com uma pequena quantidade de MLC para proteger os olhos. A prescrição é de 300 cGy por fração até a profundidade do plano médio. A separação no eixo central é de 16 cm. Qual dos seguintes erros de cálculo teria o maior efeito na UM?,usando uma configuração de 100 SSDs|usando tabelas de dados de 18 MV em vez de 6 MV|falha em dividir a separação pela metade|falha em dividir a dose por fração pela metade|falha em considerar o bloqueio de MLC e ar dentro dos campos de tratamento,usando uma configuração de 100 SSDs,"Comentários: Não dividir a dose total por dois dobra o MU para cada campo. Os outros erros também afetam o MU calculado, mas em menor grau."
T436,Módulo V – Planejamento I,"Um paciente é tratado com um único campo, SSD = 100 cm. A prescrição é de 300 cGy/fração a 5 cm de profundidade. Qual é a dose (cGy)/fração a 10 cm de profundidade? Dado PDD (5 cm) = 87,0; PDD (10 cm) = 67,0.",210|231|254|355|390,210,"Resolução: D2= D1 x (PDD2 / PDD2), então 300 cGy x (67/87) = 231 cGy."
T437,Módulo V – Planejamento I,Dois campos simétricos adjacentes de igual tamanho são usados ​​para cobrir uma medula espinhal com 60 cm de comprimento. Qual é o espaço na superfície do paciente entre os dois campos se eles se encontrarem a uma profundidade de 5 cm? Assuma o mesmo valor de SSD = 95 cm para ambos os campos.,"0,25 cm|0,50 cm|0,75 cm|1,50 cm|3,00 cm","0,25 cm","Resolução: Lacuna de pele = 0,5 x 30 x (d/SAD) + 0,5 x 30 x (d/SAD) = 30 x 5 / 100 = 1,5 cm."
T438,Módulo V – Planejamento I,Qual dos seguintes parâmetros afeta o percentual de dose profunda de fótons?,SSD|profundidade|tamanho do campo|energia do feixe|Todos os itens acima afetam a dose de profundidade percentual de fótons.,profundidade,"Comentários: O PDD aumenta com o aumento do SSD, tamanho do campo e energia do feixe. O PDD diminui com a profundidade."
T439,Módulo V – Planejamento I,"Para uma técnica de três campos, qual dos seguintes arranjos de cunha atinge a distribuição de dose mais uniforme?",D,D,"Comentários: Em um arranjo de feixe de três campos, os filtros seriam colocados nos campos paralelos opostos, e as extremidades grossas dos filtros deveriam ser orientadas para o feixe que está entrando perpendicular aos campos paralelos opostos."
T440,Módulo V – Planejamento I,"Um paciente é tratado com um par de campos paralelos opostos, configuração do colimador 13 × 18 cm2 e radiografias de 6 MV. 300 cGy/fração são prescritos para uma profundidade do plano médio de 8 cm a 100 cm SAD. Os campos de tratamento são moldados para um tamanho de campo equivalente de 10 × 10 cm2 com MLC. A configuração MU por campo é _____.",164 UM|170 UM|172 UM|176 UM|181 UM,164 UM,Resolução: Campo bloqueado
T441,Módulo V – Planejamento I,"Um paciente é tratado na costela com um único campo posterior, configuração SSD de 100 cm, configuração do colimador de 8 × 13 cm2 e radiografias de 6 MV. O campo é moldado para um tamanho de campo equivalente de 8 × 8 cm2 com MLC. A prescrição é de 400 cGy a uma profundidade de 5 cm. A configuração MU é _____.",463 MU|469 UM|473 UM|478 UM|483 UM,463 MU,Resolução: Campo bloqueado
T442,Módulo V – Planejamento I,A dose máxima ao longo do eixo central do feixe na questão anterior é ____ cGy.,428|435|464|469|483,428,
T443,Módulo V – Planejamento I,Qual é o quadrado equivalente de um campo retangular de 5 × 20 cm2?,"5,0|8,0|12,5|16,0|20,0","5,0",
T444,Módulo V – Planejamento I,"Um filtro achatador específico é projetado para fornecer um perfil de feixe plano para um feixe de fótons de 6 a 15 MV a uma profundidade de 10 cm. A uma profundidade de dmax, como a dose na região central do feixe muda à medida que você se afasta lateralmente do eixo central (mas não perto da penumbra)?",permanece constante|aumenta|diminui|A resposta depende da energia do fóton.|Não há informações suficientes para responder à pergunta.,permanece constante,"Comentários: A fim de entregar um campo plano a uma profundidade de 10 cm, um perfil de feixe no dmax contará com alta dose ""chifres"" lateral do eixo central."
T445,Módulo V – Planejamento I,Qual imagem tem a janela de TC mais ampla?,a|b|A largura da janela é a mesma.|Não se pode dizer a partir da informação dada.,a,"Comentários: A largura da janela CT é uma medida da faixa de valores números de CT exibidas. Quando a janela é estreita, como na imagem a transição visual das estruturas escuras para claras na imagem acontecerá rapidamente.   Janelas estreitas são usadas ao tentar diferenciar tecidos com propriedades de atenuação semelhantes, enquanto janelas largas são usadas em áreas onde tecidos com propriedades de atenuação muito diferentes   são adjacentes um ao outro."
T446,Módulo V – Planejamento I,Um pulmão V20 de 25% significa que _____% do pulmão recebe _____ Gy.,75; no máximo 20|75; exatamente 20|75; pelo menos 20|25; no máximo 20|25; exatamente 20,75; no máximo 20,"Comentários: Um V20 de 25% significa que 25% do  volume recebe  pelo menos 20 Gy, ou 75% do  volume recebe no máximo 20 Gy."
T447,Módulo V – Planejamento I,As junções ortogonais são criadas entre os campos cerebrais laterais e um campo posterior da coluna em uma irradiação cranioespinhal. O _____ é usado para calcular o ângulo de rotação do colimador dos campos cranianos de modo que a borda do campo caudal seja paralela à borda cefálica do campo espinhal.,Tamanho do campo craniano|Tamanho do campo espinhal superior|Tamanho do campo espinhal inferior|Rotação da mesa de campo espinhal|Ângulo do colimador espinhal superior,Tamanho do campo craniano,
T448,Módulo V – Planejamento I,"Para fótons, a vantagem de usar um arranjo de feixe não coplanar, em vez de coplanar, é _____.",Conformidade de dose aumentada em torno do PTV|Homogeneidade de dose aumentada dentro do PTV|Diminuição do tempo de tratamento|Redução do volume de pele recebendo dose|Volume reduzido de tecido irradiado,Conformidade de dose aumentada em torno do PTV,"Comentários: O uso de feixes não coplanares pode aumentar a compactação da distribuição de doses ao redor do PTV, embora haja um aumento no volume total de tecido irradiado.  A dose da pele é geralmente reduzida aumentando o número de feixes de tratamento (ou graus de arco) usados por um plano, não necessariamente se esses feixes são coplanares ou não-coplanares."
T449,Módulo V – Planejamento I,Qual das seguintes técnicas de tratamento geralmente produz uma melhor distribuição de dose de mama inteira ao usar campos tangenciais supinos?,Campos abertos|Cunhas físicas|Cunhas dinâmicas|Técnica de campo em campo|Todos resultarão na mesma distribuição de dose.,Campos abertos,"Comentários: A técnica de campo em campo, onde o planejador cria manualmente uma série de subcampos com diferentes formas de MLC, permite mais graus de liberdade na confecção de dose do que com uso dos filtros. Campos abertos levarão a grandes pontos quentes no ápice da mama e baixa cobertura posteriormente."
T450,Módulo V – Planejamento I,Qual é o melhor método para reduzir a possibilidade de uma reação cutânea para um tratamento de mama propensa quando o ápice da mama está em contato com uma mesa de tratamento?,Feche a mandíbula anterior para bloquear o ápice da mama.|Aumente a energia do feixe para reduzir a dose na pele.|Aplique um bolus de 5 mm.|Aplique um spoiler de feixe.|Coloque uma gaze grossa e seca entre o ápice da mama e a mesa de tratamento.,Feche a mandíbula anterior para bloquear o ápice da mama.,"Comentários: A reação da pele seria causada pela dispersão que vem do sofá para o ápice do peito. Adicionar gaze separaria fisicamente o peito do sofá, reduzindo a dose de dispersão. Fechar a mandíbula anterior bloquearia parte do alvo, então não é aceitável. Bólus e spoilers aumentariam a dose da superfície da mama em geral. A mudança da energia do feixe deve reduzir a dose da superfície da mama de forma mediada e lateral, mas não impediria que o problema de dispersão do sofá fosse incidente no ápice da mama."
T451,Módulo V – Planejamento I,Quais são os ângulos de cunha ideais necessários para criar uma distribuição de dose uniforme para um par de campos de fótons separados por um ângulo de gantry de 120°?,10°|15°|30°|45°|60°,10°,"Comentários: A separação angular entre os campos, 120° neste case, é definida como o ângulo da dobradiça. O ângulo de cunha mais adequado que resulta na dose de radiação mais uniforme para um determinado ângulo de dobradiça é dado por: Ângulo de filtro = 90° - Ângulo de articulação/2 = 90° - 120° / 2 = 30°."
T452,Módulo V – Planejamento I,Campos paralelos opostos são configurados em um linac com 100 cm em SAD para a profundidade do plano médio. A espessura AP do paciente é de 24 cm e o tamanho do campo no isocentro é de 15 x 15 cm. O tamanho do campo na pele é _____ cm.,"12,4|13,2|15,0|16,2|17,6","12,4","Comentários: O tamanho do campo 15 x 15cm2 está na profundidade do plano médio (100 cm). O SSD é de 88 cm, então o tamanho do campo na pele é de 15 x (88/100) cm = 13,2 cm."
T453,Módulo V – Planejamento I,A dose calculada e exibida pela maioria dos sistemas de planejamento de tratamento (TPS) na região de buildup de raios X não é confiável. Por quê?,"A contaminação eletrônica no feixe é calculada usando um modelo muito simples ou não modelado.|A medição da dose, para fins de comissionamento do TPS, em uma região sem equilíbrio de partículas carregadas requer o uso de um dosímetro especial, que muitas vezes não está prontamente disponível.|Os resultados calculados irão variar com o tamanho do voxel CT e o tamanho da grade de cálculo de dose.|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.",A contaminação eletrônica no feixe é calculada usando um modelo muito simples ou não modelado.,"Comentários: Se alguém pretende entregar a dose prescrita à superfície do paciente, deve-se usar bólus. Se for necessário verificar se a pele está recebendo uma dose apropriada, deve-se usar um dosímetro in vivo. O cálculo da dose do sistema de planejamento de tratamento na região de acúmulo não é confiável e preciso. 9 -11h SIMULAÇÃO E AQUISIÇÃO DE DADOS DO PACIENTE Leonardo Peres 11-13h CONCEITOS BÁSICOS: FAC; PSF, PDP, TAR, SAR, TPR, TMR; 14-16h TERAPIA COM CAMPOS ESTACIONÁRIOS E MÓVEIS: CAMPO DIRETO, CAMPOS PARALELOS E OPOSTOS, MÚLTIPLOS CAMPOS, ROTATÓRIO, ARCO TERAPIA e NEURO-EIXO 16 -18h DISTRIBUIÇÃO DE DOSE: LINHAS DECREMENTAIS E CONSTRUÇÃO DE CURVAS DE ISODOSE"
T539,Módulo VI – Planejamento II,"Na formulação adequada de uma margem CTV-para-PTV, todos os seguintes devem ser considerados, exceto: Frequência e tipo de orientação de imagem. Frequência e tipo de monitoramento de movimento de intrafração. Tipo de dispositivo de imobilização utilizado. Padrões de propagação microscópica para este tipo de doença e local anatômico.",A incerteza na coincidência dos isocentros de imagem e radiação na sala de tratamento.,A incerteza na coincidência dos isocentros de imagem e radiação na sala de tratamento.,"Comentários: Este item deve ser considerado ao formular uma margem GTV-CTV apropriada para CTV. A margem para PTV é baseada em considerações físicas e geométricas, como as outras escolhas."
T548,Módulo VI – Planejamento II,"Um feixe de elétrons de 9 MeV com 0,5 cm de bólus foi prescrito para a linha de isodose de 90%. Uma diferença de dose de aproximadamente na profundidade da prescrição pode ser esperada se um bolus de 1,0 cm foi usado em vez disso.",1-2%|5-8%|10-15%|20-30%|40-50%,1-2%,"Comentários: A mudança de profundidade para um feixe de elétrons resulta em uma discrepância de dose muito maior do que a observada para feixes de fótons, especialmente na região além da faixa terapêutica."
T549,Módulo VI – Planejamento II,A espessura mínima de Cerrobend necessária para bloquear elétrons de 9 MeV é _____ mm.,4.5|5.5|6.5|7.5|8.5,4.5,"Comentários: A espessura mínima de chumbo necessária para o bloqueio em milímetros é dada pela energia no incidente de MeV no chumbo dividido por 2. A espessura necessária de Cerrobend é aproximadamente 20% maior que a do chumbo puro: (9 MeV / 2 mm / MeV) x 1,2 = 5,4 mm."
T550,Módulo VI – Planejamento II,"Usando um único feixe de elétrons, uma prescrição é escrita para 3 Gy/fração até o nível de isodose de 75%, em relação ao dmax. ______ é a dose por fração para dmax.","3,00 Gy|3,25 Gy|3.47 Gy|3,75 Gy|4,00 Gy","3,75 Gy","Comentários: A dose para dmax é calculada: Dose = 3 Gy / 0,75 = 4 Gy (não como 125% x 3 Gy = 3,75 Gy)."
T551,Módulo VI – Planejamento II,"À medida que a lacuna na pele entre o campo de elétrons de 16 MeV adjacente é diminuída, ________ .",A magnitude do ponto quente diminui|A magnitude do ponto frio aumenta|Contaminação por Bremmstrahlung aumenta|Todas as afirmações acontecem|Nenhuma das afirmações acontece,A magnitude do ponto quente diminui,"Comentários: Os perfis de feixes de feixes de elétrons de alta energia “beliscam"" em relação à borda do campo em profundidades rasas e ""curvam-se"" em profundidades mais profundas. Portanto, à medida que a distância entre esses campos diminui, a magnitude do ponto quente aumentará, e o ponto frio diminuirá. Não há efeito sobre a quantidade de contaminação bremsstrahlung, que é uma função de energia."
T552,Módulo VI – Planejamento II,A profundidade de uma interface anatômica detectada por ultrassom (US) é calculada usando _______ .,A velocidade do som no meio e a densidade do meio|A velocidade do som no meio e a rigidez do meio|A velocidade do som no meio e o tempo entre o pulso e o eco|O tempo entre o pulso e o eco e a rigidez do meio|O tempo entre o pulso e o eco e a densidade do meio,A velocidade do som no meio e a densidade do meio,"Comentários: A profundidade de uma interface anatômica = 1/2 x velocidade de som no tempo médio x entre o pulso e o eco.  O 1/2 é para explicar o fato de que o tempo entre o pulso e o eco é o tempo que leva para as ondas viajarem para a interface e depois voltarem novamente.  A velocidade do som no meio está diretamente relacionada à   rigidez do meio e inversamente relacionada à densidade, mas apenas ter uma — a rigidez ou a densidade — não é informação suficiente para calcular a profundidade."
T553,Módulo VI – Planejamento II,A resolução espacial em varreduras PET é degradadada por _____ .,Alcance do pósitron|Falsas coincidências|Espalhamento do fóton|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,Alcance do pósitron,Comentários: Todos esses três itens degradarão a resolução espacial fazendo com que o sistema detector atribua eventos a um local que não foi exatamente onde a emissão de pósitrons realmente ocorreu.  Usar um isótopo com uma energia pósitron média mais baixa ou definir uma janela de aceitação de energia mais estreita para coincidência ajudaria a aumentar a resolução espacial.
T554,Módulo VI – Planejamento II,Os sistemas de planejamento de tratamento segmentam automaticamente o corpo (ou externo) de um paciente em uma tomografia computadorizada pesquisando na tomografia por regiões de pixel com ______ unidades Hounsfield.,Uniformemente alto|Uniformemente baixo|Um alto gradiente de|Um baixo gradiente de|Nenhuma das opções acima é verdadeira,Uniformemente alto,Comentários: Gradientes elevados das unidades Hounsfield (HU) denotam regiões onde a densidade tecidual muda rapidamente.  Uma segmentação auto-externa procuraria colocar um contorno que se senta no gradiente hu alto entre tecido (HU ~ 0) e ar (HU ~ -1000).
T555,Módulo VI – Planejamento II,4D-CT usando classificação baseada em fase pode resultar em ______ para pacientes com o padrão irregular de respiração.,Artefatos do tipo anel|Imagens borradas|Imagens perdidas|Fatias descontínuas|Dose extra no paciente,Artefatos do tipo anel,Comentários: A respiração irregular faz com que imagens de fase semelhante sejam adquiridas em diferentes amplitudes.  Isso resulta em descontinuidades entre fatias.
T556,Módulo VI – Planejamento II,A dose aproximada de uma TC de cone beam kV na faixa de mGy.,0.01-0.4|0.1-4|1-40|10-400|100-4000,0.01-0.4,"Comentários: A dose exata depende da técnica utilizada, da parte do corpo imagem, e do ponto no corpo onde a medição é tomada."
T557,Módulo VI – Planejamento II,"Um paciente em decúbito dorsal deve ser tratado com um campo pequeno centrado em T3. Durante a configuração, a imagem revelou que o isocentro está atualmente no meio de T4. Os terapeutas devem mover a mesa",em direção ao teto|em direção ao chão|em direção ao Gantry|longe do Gantry|90 graus no sentido horário,longe do Gantry,Comentários: O isocentro é atualmente inferior de onde precisa estar. Mover o couch e o paciente para longe do Gantry resultará no isocentro cruzando o paciente em um nível mais superior.
T558,Módulo VI – Planejamento II,"Um benefício do full-fan, half-scan, TC cone beam é _____ .",Campo de visão maior|Resolução principal de contraste|Resolução espacial principal|Menor dose de radiação|Nenhuma das opções acima é verdadeira.,Campo de visão maior,"Comentários: Um Cone Beam  half scan full fan tem resolução espacial maior do que um half-fan, full-scan, mas tem um campo de visão menor, que muitas vezes limita a anatomia que pode ser visualizada."
T559,Módulo VI – Planejamento II,"Na análise de DVH, D100% refere-se à _____ dose.",Máximo|Mediana|Média|Mínimo|Modal,Máximo,Comentários: A	 dose mínima é aquela que abrange 100% do volume.
T560,Módulo VI – Planejamento II,ICRU 50 define “Volume tratatado” como o volume _____.,Envolto por uma isodose superficial selecionada pelo radio-oncologista para atingir o propósito do tratamento.|Envolto por um mínimo de dose no PTV|Envolto por um mínimo de dose no CTV|Envolto por um mínimo de dose no GTV|Que recebe uma dose considerada significante em relação à tolerância de tecido normal,Envolto por uma isodose superficial selecionada pelo radio-oncologista para atingir o propósito do tratamento.,Comentários: O volume que recebe dose significativa em relação à tolerância normal do tecido é o Volume Irradiado.
T561,Módulo VI – Planejamento II,Qual afirmação é VERDADEIRA em relação à radiocirurgia estereotáxica frameless (SRS)?,A grade de cálculo deve ser <2 mm.|As tolerâncias QA são diferentes para máquinas SRS e não SRS.|A precisão de posicionamento/reposicionamento do IGRT deve ser <1 mm.|Todas as afirmativas acima são verdadeiras|Nenhuma das opções acima é verdadeira,A grade de cálculo deve ser <2 mm.,"Comentários: AAPM TG-101 recomenda que os tamanhos da grade de cálculo devem ser <2 mm. AAPM TG-142 especifica que as máquinas SRS e não-SRS devem ter diferentes tolerâncias.  Nesse relatório, a tolerância para posicionamento/reposicionamento de IGRT."
T562,Módulo VI – Planejamento II,No planejamento do SBRT ______ .,Aumentar o número de feixes pode aumentar a conformidade|Feixes de alta energia diminuirão a penumbra|Heterogeneidade de dose dentro do alvo é a prioridade mais alta|Todas as afirmativas acima são verdadeiras|Nenhuma das opções acima é verdadeira,Aumentar o número de feixes pode aumentar a conformidade,"Comentários: Um aumento no número de feixes pode aumentar a conformidade da dose, mas o uso de feixes de maior energia levará ao aumento da penumbra. Normalmente, a conformidade das doses é a maior prioridade, e os pontos quentes dentro do alvo são tolerados, mesmo geralmente preferidos."
T563,Módulo VI – Planejamento II,"Tradicionalmente, os tratamentos de radiocirurgia intracraniana têm sido prescritos para a linha de isodose de 50% a 80% para minimizar _______ .",Pontos quentes|Tempo de tratamento|Exposição do Tecido normal|Todas as afirmativas acima são verdadeiras|Nenhuma das opções acima é verdadeira,Pontos quentes,"Comentários: Prescrever para a linha de isodose de 50% a 80% implica que se está prescrevendo na penumbra do feixe. Isso introduzirá pontos quentes altos, mas minimizará a quantidade de tecido normal no campo."
T564,Módulo VI – Planejamento II,Os benefícios dos cones sobre os MLC para radiocirurgia intracraniana é/são _____ .,Penumbra mais nítida|Um isocentro por lesão sem considerar o tamanho da lesão.|Um isocentro por lesão sem considerar o formato da lesão.|Todas acima são verdadeiras|Nenhuma acima é verdadeira,Penumbra mais nítida,"Comentários: O MLC tem muitas vantagens para a radiocirurgia craniana, ou seja, que não há limitações de tamanho ou forma de campo para o uso de um único isocentro, e há mais flexibilidade na técnica (arco conformal estático, dinâmico, IMRT, VMAT). No entanto, uma vez que os cones coliman o feixe mais perto da cabeça do paciente, eles têm a vantagem de uma penumbra geométrica mais nítida."
